,name,rating,reviews,salaries,jobs,ctypes,rated_for
4329,Colourtex,3.9,159,875,--,Chemicals | 501-1k Employees | 56 years old | Surat +9 more,"Job Security, Work Life Balance"
4330,Aqualite India,3.7,159,699,21,Fashion & Textile | 1k-5k Employees | 15 years old | Delhi/NCR +14 more,Salary & Benefits
4331,Oriental Aromatics,3.2,159,1.2k,--,Chemicals | 501-1k Employees | Public | 68 years old | Mumbai +7 more,"Promotions / Appraisal, Company Culture, Salary & Benefits"
4332,Interarch Building Product,4.2,159,931,6,Engineering & Construction | 1k-5k Employees | 39 years old | Noida +21 more,"Job Security, Work Life Balance, Company Culture"
4333,Ansal Api,3.6,159,436,2,Real Estate | 1k-5k Employees | Public | 56 years old | New Delhi +16 more,Promotions / Appraisal
4334,Marble Box,3.7,159,570,5,Insurance | 501-1k Employees | MNC | 21 years old | Kolkata +5 more,
4335,ICRA Analytics,3.9,159,776,4,Financial Services | 501-1k Employees | 24 years old | Kolkata +3 more,"Job Security, Company Culture"
4336,L. V. Prasad Eye Institute,4.4,159,597,15,Healthcare | 501-1k Employees | 36 years old | Hyderabad/Secunderabad +11 more,"Skill Development / Learning, Job Security, Company Culture"
4337,Clove Dental,3.3,159,933,11,Healthcare | 501-1k Employees | 12 years old | Delhi +14 more,Promotions / Appraisal
4338,Infoesearch Ites,3.0,158,617,1,Media & Entertainment | 51-200 Employees | 16 years old | Hyderabad +5 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
4339,Technocon Services,3.2,158,709,--,Telecom | 51-200 Employees | 41 years old | Kolkata +22 more,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
4340,Concorde Motors,4.5,158,582,--,Automobile | 501-1k Employees (Global) | Public | 51 years old | Bangalore/Bengaluru +12 more,"Skill Development / Learning, Company Culture, Work Satisfaction"
4341,Infoesearch Ites,3.0,158,617,1,Media & Entertainment | 51-200 Employees | 16 years old | Hyderabad +5 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
4342,Pearl Global Industries,3.8,158,973,11,Fashion & Textile | 501-1k Employees | Public | 36 years old | Gurgaon/Gurugram +9 more,
4343,Technocon Services,3.2,158,709,--,Telecom | 51-200 Employees | 41 years old | Kolkata +22 more,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
4344,Everest Spices,4.0,158,644,--,FMCG | 1k-5k Employees | 42 years old | Mumbai +34 more,"Skill Development / Learning, Company Culture, Job Security"
4345,Childline India Foundation,4.3,158,471,--,Non-Profit | 51-200 Employees | 27 years old | New Delhi +55 more,"Work Satisfaction, Company Culture, Skill Development / Learning"
4346,Valmet,4.0,158,841,13,Oil & Gas | 51-200 Employees | 85 years old | Espoo +13 more,"Job Security, Work Life Balance, Company Culture"
4347,Xylem Water Solutions,4.0,158,1.3k,2,Waste Management | 501-1k Employees | Forbes Global 2000 | 12 years old | Rye Brook +13 more,"Work Life Balance, Job Security, Company Culture"
4348,Nibav Lifts,3.4,158,440,14,Industrial Machinery | 501-1k Employees | 4 years old | Chennai +26 more,
4349,Lomos Archilabs,4.4,158,88,--,EdTech | 51-200 Employees | Bangalore Rural +6 more,"Salary & Benefits, Company Culture, Skill Development / Learning"
4350,SEABIRD LOGISOLUTIONS,3.6,158,721,5,Logistics | 51-200 Employees | Public | 18 years old | Mumbai +20 more,
4351,Catch Foods,4.0,158,108,6,Food Processing | Noida +45 more,"Job Security, Company Culture, Work Life Balance"
4352,National Institute for Smart Government,3.6,158,1.2k,126,Management Consulting | 501-1k Employees | 21 years old | Delhi +29 more,Work Life Balance
4353,Li & Fung,4.0,157,880,3,Electrical Equipment | 501-1k Employees | 117 years old | Kowloon +10 more,"Work Life Balance, Work Satisfaction, Company Culture"
4354,Gap,3.8,157,1.7k,2,Fashion & Textile | 1k-5k Employees | Forbes Global 2000 | 27 years old | Delhi/NCR +16 more,"Work Life Balance, Salary & Benefits"
4355,Coffee Day,3.3,157,1.5k,--,Retail | 1k-5k Employees | 30 years old | Bangalore/Bengaluru +31 more,"Salary & Benefits, Promotions / Appraisal"
4356,Rittal,4.0,157,901,--,Industrial Machinery | 501-1k Employees | 28 years old | Herborn +14 more,"Job Security, Work Life Balance, Work Satisfaction"
4357,Galgotias University,3.3,157,793,--,Education & Training | 201-500 Employees | 12 years old | Greater Noida +7 more,"Promotions / Appraisal, Company Culture, Work Satisfaction"
4358,Aditya Infotech,4.0,157,1.7k,5,IT Services & Consulting | 501-1k Employees | 29 years old | Noida +33 more,"Work Life Balance, Salary & Benefits, Company Culture"
4359,Shriram Fortune Solutions,4.1,157,518,2,Financial Services | 501-1k Employees | 49 years old | Chennai +76 more,"Company Culture, Job Security, Work Life Balance"
4360,Rittal,4.0,157,901,--,Industrial Machinery | 501-1k Employees | 28 years old | Herborn +14 more,"Job Security, Work Life Balance, Work Satisfaction"
4361,Li & Fung,4.0,157,880,3,Electrical Equipment | 501-1k Employees | 117 years old | Kowloon +10 more,"Work Life Balance, Work Satisfaction, Company Culture"
4362,Gap,3.8,157,1.7k,2,Fashion & Textile | 1k-5k Employees | Forbes Global 2000 | 27 years old | Delhi/NCR +16 more,"Work Life Balance, Salary & Benefits"
4363,Coffee Day,3.3,157,1.5k,--,Retail | 1k-5k Employees | 30 years old | Bangalore/Bengaluru +31 more,"Salary & Benefits, Promotions / Appraisal"
4364,Lokesh Machines,3.8,157,795,9,Industrial Machinery | 501-1k Employees | Public | 40 years old | Hyderabad/Secunderabad +7 more,Job Security
4365,Galgotias University,3.3,157,793,--,Education & Training | 201-500 Employees | 12 years old | Greater Noida +7 more,"Promotions / Appraisal, Company Culture, Work Satisfaction"
4366,Aditya Infotech,4.0,157,1.7k,5,IT Services & Consulting | 501-1k Employees | 29 years old | Noida +33 more,"Work Life Balance, Salary & Benefits, Company Culture"
4367,J.M Baxi & Co,3.7,157,802,8,Ports & Shipping | 1k-5k Employees | 107 years old | Mumbai +21 more,Job Security
4368,Jaiprakash Power Ventures,3.8,157,844,--,Power | 5k-10k Employees | Public | 29 years old | Noida +13 more,"Job Security, Work Life Balance"
4369,Shriram Fortune Solutions,4.1,157,518,2,Financial Services | 501-1k Employees | 49 years old | Chennai +76 more,"Company Culture, Job Security, Work Life Balance"
4370,Grauer & Weil (i),3.5,157,962,--,Chemicals | 501-1k Employees | Public | 66 years old | Mumbai +19 more,
4371,Baazar Style Retail,3.8,157,535,--,Retail | 201-500 Employees | 10 years old | Howrah +32 more,
4372,Amazon Seller Central,4.3,157,1.2k,--,Internet | 10k-50k Employees | Hyderabad/Secunderabad +30 more,"Company Culture, Skill Development / Learning, Work Life Balance"
4373,Aurigene Pharmaceutical Services,4.2,157,547,3,Pharma | 201-500 Employees | 3 years old | Bangalore +2 more,"Work Life Balance, Company Culture, Skill Development / Learning"
4374,Rehau Polymers,3.6,157,997,10,Engineering & Construction | 501-1k Employees | 26 years old | Singapore +17 more,
4375,Informatica Business Solutions,4.2,156,1.7k,5,Software Product | 1k-5k Employees | 30 years old | Redwood City +4 more,"Company Culture, Work Life Balance, Salary & Benefits"
4376,Orion Security Solutions,3.4,156,755,7,Law Enforcement & Security | 51-200 Employees | 18 years old | Delhi/NCR +31 more,Promotions / Appraisal
4377,Varroc Lighting Systems,4.0,156,1.2k,--,Auto Components | 501-1k Employees | 11 years old | Plymouth +7 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
4378,Electropneumatics & Hydraulics (I),3.8,156,899,8,Industrial Machinery | 501-1k Employees | 51 years old | Pune +3 more,Job Security
4379,Gujarat Narmada Valley Fertilizers & Chemicals,4.1,156,787,--,Agro Chemicals | 1k-5k Employees | Fortune India 500 | 47 years old | Bharuch +12 more,"Work Life Balance, Job Security, Company Culture"
4380,Orion Security Solutions,3.4,156,755,7,Law Enforcement & Security | 51-200 Employees | 18 years old | Delhi/NCR +31 more,Promotions / Appraisal
4381,Unicorn Infosolutions,3.7,156,798,1,Retail | 201-500 Employees | 21 years old | Mumbai +14 more,Job Security
4382,Gawar Construction,4.1,156,811,--,Engineering & Construction | 501-1k Employees | 15 years old | Gurgaon/Gurugram +27 more,"Work Satisfaction, Company Culture, Skill Development / Learning"
4383,Structures Online,4.7,156,282,--,Engineering & Construction | 501-1k Employees | 23 years old | Noida +1 more,"Job Security, Skill Development / Learning, Work Satisfaction"
4384,FOX Solutions,3.6,156,861,18,Industrial Machinery | 201-500 Employees | 28 years old | Nasik/Nashik +12 more,
4385,I P Integrated Services,4.4,156,673,--,Telecom | 51-200 Employees | 12 years old | Gurgram +37 more,"Skill Development / Learning, Job Security, Company Culture"
4386,NOVO Medisciences,2.6,156,401,10,Pharma | 201-500 Employees | 77 years old | Mumbai +18 more,"Job Security, Promotions / Appraisal, Work Satisfaction"
4387,Bharat Wire Ropes,3.6,156,997,--,Iron & Steel | 201-500 Employees | Public | 37 years old | Mumbai +6 more,
4388,Om Innovation Call Services,3.5,156,865,--,BPO | 51-200 Employees | 18 years old | Delhi/NCR +9 more,"Promotions / Appraisal, Salary & Benefits"
4389,Modern V.R. Security Force,4.1,156,556,--,Law Enforcement & Security | 51-200 Employees | 39 years old | Mumbai +39 more,"Work Life Balance, Skill Development / Learning, Salary & Benefits"
4390,Agilent Technologies International,4.4,156,773,--,Gurgaon/Gurugram +7 more,"Job Security, Company Culture, Work Life Balance"
4391,Azim Premji Foundation,4.3,156,582,2,Non-Profit | 1k-5k Employees | 22 years old | Bangalore/Bengaluru +36 more,"Job Security, Skill Development / Learning, Company Culture"
4392,Bose,4.4,156,805,--,Consumer Electronics & Appliances | 501-1k Employees | 59 years old | Framingham +27 more,"Skill Development / Learning, Work Life Balance, Company Culture"
4393,Electropneumatics & Hydraulics (I),3.8,156,899,8,Industrial Machinery | 501-1k Employees | 51 years old | Pune +3 more,Job Security
4394,Gujarat Narmada Valley Fertilizers & Chemicals,4.1,156,787,--,Agro Chemicals | 1k-5k Employees | Fortune India 500 | 47 years old | Bharuch +12 more,"Work Life Balance, Job Security, Company Culture"
4395,Varroc Lighting Systems,4.0,156,1.2k,--,Auto Components | 501-1k Employees | 11 years old | Plymouth +7 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
4396,Goldstone Cements,3.5,156,879,1,Building Material | 51-200 Employees | 16 years old | Kolkata +13 more,
4397,Shaadi.com,3.6,156,894,19,Internet | 201-500 Employees | 27 years old | Mumbai +25 more,Salary & Benefits
4398,Max Data Entry Services,4.2,156,14,--,BPO | 11-50 Employees | Kolkata +20 more,"Work Satisfaction, Promotions / Appraisal, Job Security"
4399,Azentio,3.2,156,1.9k,26,Software Product | 1k-5k Employees | Singapore +14 more,Promotions / Appraisal
4400,Azentio,3.2,156,1.9k,26,Software Product | 1k-5k Employees | Singapore +14 more,Promotions / Appraisal
4401,MindCraft Software,3.8,155,1.4k,15,IT Services & Consulting | 501-1k Employees | 21 years old | Mumbai +5 more,
4402,Locuz Enterprise Solutions,4.2,155,1.2k,35,IT Services & Consulting | 501-1k Employees | Public | 24 years old | Hyderabad/Secunderabad +12 more,"Company Culture, Work Life Balance, Job Security"
4403,Reliance Petroleum,3.8,155,631,--,Oil & Gas | 201-500 Employees | Public | 15 years old | Ahemdabad +30 more,
4404,Jay Ushin,3.9,155,973,--,Auto Components | 1k-5k Employees | Public | 64 years old | Gurgaon/Gurugram +10 more,Work Life Balance
4405,InnovationM,3.8,155,627,91,IT Services & Consulting | 201-500 Employees | 13 years old | Noida +5 more,"Skill Development / Learning, Work Life Balance"
4406,ICFAI Business School,3.7,155,822,--,Education & Training | 1k-5k Employees | 28 years old | Hyderabad +44 more,Promotions / Appraisal
4407,Escorts Construction Equipment,4.1,155,871,--,Industrial Machinery | 1k-5k Employees | Public | 53 years old | Faridabad +24 more,"Job Security, Work Life Balance, Salary & Benefits"
4408,Srei Sahaj e-Village,4.0,155,391,--,Retail | 201-500 Employees (Global) | 15 years old | Kolkata +32 more,Skill Development / Learning
4409,Alcatel-Lucent,4.2,155,623,--,Telecom | 201-500 Employees | Public | 31 years old | Boulogne Billancourt Cedex +23 more,"Work Life Balance, Job Security, Company Culture"
4410,CRMnext,3.5,155,1.5k,102,IT Services & Consulting | 1k-5k Employees | 22 years old | Noida +5 more,
4411,Intercontinental Exchange,3.6,155,1k,8,FinTech | 1k-5k Employees | Forbes Global 2000 | 23 years old | Atlanta +4 more,
4412,Stefanini,3.6,155,1.2k,24,IT Services & Consulting | 501-1k Employees | 21 years old | Jaguari̼na +9 more,
4413,OmniActive Health Technologies,3.6,155,1.1k,1,Fitness & Wellness | 501-1k Employees | Public | 19 years old | Mumbai +9 more,
4414,Software AG,4.2,155,1.5k,15,Software Product | 1k-5k Employees | 54 years old | Darmstadt +11 more,"Work Life Balance, Company Culture, Skill Development / Learning"
4415,Systopic Laboratories,4.6,155,333,1,Pharma | 501-1k Employees | 41 years old | Delhi/NCR +39 more,"Job Security, Work Life Balance, Company Culture"
4416,PurpleTalk,4.1,155,1.3k,18,Gaming | 501-1k Employees | 15 years old | Dallas +4 more,"Skill Development / Learning, Company Culture, Job Security"
4417,Emmvee Photovoltaic Power,4.2,155,718,4,Power | 501-1k Employees | 16 years old | Bengaluru +4 more,"Job Security, Work Life Balance, Skill Development / Learning"
4418,Bajaj Healthcare,3.4,155,1.1k,2,Pharma | 51-200 Employees | Public | 30 years old | Thane +9 more,Company Culture
4419,Decon Telecom Solutions,3.0,155,334,--,Telecom | 201-500 Employees (Global) | 30 years old | Gurgaon +23 more,"Promotions / Appraisal, Job Security, Work Life Balance"
4420,HDFC Credila Financial Services,4.0,155,1.1k,9,Financial Services | 501-1k Employees | 17 years old | Mumbai +23 more,"Job Security, Skill Development / Learning"
4421,Sam India Built Well,3.6,155,788,--,Engineering & Construction | 5k-10k Employees | 25 years old | New Delhi +13 more,
4422,Chiripal Industries,3.6,155,980,1,Fashion & Textile | 1k-5k Employees | Public | 51 years old | Ahmedabad +5 more,
4423,Dr Mohan's Diabetes Specialities Centre,4.1,155,655,9,Healthcare | 1k-5k Employees | 32 years old | Chennai +29 more,"Company Culture, Skill Development / Learning, Salary & Benefits"
4424,HostBooks,3.7,155,555,27,FinTech | 201-500 Employees | Public | 14 years old | Gurgaon/Gurugram +7 more,
4425,Sakon,3.5,155,1.4k,10,Software Product | 501-1k Employees | 20 years old | Concord +2 more,Promotions / Appraisal
4426,Velnik India,3.3,155,855,--,Beauty & Personal Care | 1k-5k Employees | 6 years old | Indore +30 more,"Job Security, Company Culture, Work Satisfaction"
4427,Flipkart Wholesale,4.0,155,495,--,11-50 Employees | Bengaluru/Bangalore +41 more,"Company Culture, Salary & Benefits, Work Life Balance"
4428,TA Digital,4.0,154,1.4k,11,IT Services & Consulting | 501-1k Employees | 23 years old | Newark +3 more,"Work Life Balance, Job Security, Skill Development / Learning"
4429,Four Seasons Hotel,4.2,154,661,18,Hospitality | 501-1k Employees | Public | 26 years old | Toronto +18 more,"Skill Development / Learning, Salary & Benefits, Company Culture"
4430,Hotel Park Plaza,4.5,154,597,--,Hospitality | 5k-10k Employees (Global) | 37 years old | London +16 more,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal"
4431,CloudMoyo,4.3,154,992,1,Software Product | 201-500 Employees | 8 years old | Bellevue +1 more,"Company Culture, Work Life Balance, Work Satisfaction"
4432,JP Infra,3.5,154,1k,8,Real Estate | 201-500 Employees | 17 years old | Mumbai +6 more,
4433,Inland World Logistics,3.5,154,787,7,Logistics | 1k-5k Employees | 41 years old | Mumbai +37 more,
4434,Sunil Hitech Engineers,4.2,154,508,--,Engineering & Construction | 501-1k Employees | Public | 25 years old | Hyderabad/Secunderabad +28 more,
4435,Emirates NBD,4.1,154,905,1,Banking | 201-500 Employees | Public | 60 years old | Dubai +9 more,"Company Culture, Skill Development / Learning, Work Life Balance"
4436,Betsol,3.5,154,1.2k,73,IT Services & Consulting | 501-1k Employees | 21 years old | Broomfield +2 more,
4437,ANR Software Private Limited,3.9,154,1.1k,30,IT Services & Consulting | 201-500 Employees | 19 years old | Noida +3 more,"Job Security, Work Life Balance, Skill Development / Learning"
